date,sentiment_mean,sentiment_std,news_count,ticker
2025-11-29,0.5,0.7071067811865476,2,AAPL
2025-11-30,1.0,0.0,5,AAPL
2025-12-01,0.625,0.5175491695067657,8,AAPL
2025-12-02,0.4,0.5477225575051661,5,AAPL
2025-12-03,0.0,0.0,6,AAPL
2025-12-04,0.0,0.6324555320336759,6,AAPL
2025-12-05,-0.125,0.3535533905932738,8,AAPL
2025-12-06,0.5,0.5345224838248488,8,AAPL
2025-12-07,0.25,0.9574271077563382,4,AAPL
2025-12-08,0.4,0.5163977794943222,10,AAPL
2025-12-09,0.8,0.4472135954999579,5,AAPL
2025-12-10,-0.3333333333333333,1.1547005383792517,3,AAPL
2025-12-11,0.42857142857142855,0.5345224838248488,7,AAPL
2025-12-12,0.0,0.6324555320336759,6,AAPL
2025-12-13,0.75,0.5,4,AAPL
2025-12-14,0.5,0.5773502691896257,4,AAPL
2025-12-15,0.375,0.5175491695067657,8,AAPL
2025-12-16,0.3333333333333333,0.5,9,AAPL
2025-12-17,0.0,0.0,6,AAPL
2025-12-18,0.375,0.5175491695067657,8,AAPL
2025-12-19,0.0,,1,AAPL
2025-12-20,0.3333333333333333,0.5773502691896258,3,AAPL
2025-12-21,0.0,0.6324555320336759,11,AAPL
2025-12-22,0.5,0.7071067811865476,2,AAPL
2025-12-23,0.5,0.5773502691896257,4,AAPL
2025-12-24,0.0,0.0,4,AAPL
2025-12-25,0.16666666666666666,0.408248290463863,6,AAPL
2025-12-26,0.0,,1,AAPL
2025-12-27,-0.3333333333333333,0.5773502691896258,3,AAPL
2025-12-29,0.4444444444444444,0.5270462766947299,9,AAPL
2025-12-30,0.16666666666666666,0.408248290463863,6,AAPL
2025-12-31,0.14285714285714285,0.8997354108424375,7,AAPL
2026-01-01,0.0,1.0,3,AAPL
2026-01-02,0.5,0.5477225575051662,6,AAPL
2026-01-03,0.0,,1,AAPL
2026-01-05,0.2857142857142857,0.48795003647426666,7,AAPL
2026-01-06,0.36363636363636365,0.6741998624632421,11,AAPL
2026-01-07,0.1,0.7378647873726218,10,AAPL
2026-01-08,0.09090909090909091,0.7006490497453707,11,AAPL
2026-01-09,0.5555555555555556,0.5270462766947299,9,AAPL
2026-01-10,0.1,0.31622776601683794,10,AAPL
2026-01-11,0.0,0.0,3,AAPL
2026-01-12,0.14285714285714285,0.8997354108424372,7,AAPL
2026-01-13,0.25,0.7071067811865476,8,AAPL
2026-01-14,0.4,0.5477225575051661,5,AAPL
2026-01-15,0.1,0.5676462121975466,10,AAPL
2026-01-16,0.2727272727272727,0.6466697906828632,11,AAPL
2026-01-17,0.3333333333333333,0.5163977794943222,6,AAPL
2026-01-18,0.25,0.46291004988627577,8,AAPL
2026-01-19,1.0,0.0,3,AAPL
2026-01-20,0.2,0.4472135954999579,5,AAPL
2026-01-21,0.25,0.7071067811865476,8,AAPL
2026-01-22,0.14285714285714285,0.6900655593423543,7,AAPL
2026-01-23,-0.4,0.8944271909999159,5,AAPL
2026-01-24,0.8,0.4472135954999579,5,AAPL
2026-01-25,0.2,0.8366600265340756,5,AAPL
2026-01-26,0.3,0.48304589153964794,10,AAPL
2026-01-27,0.6666666666666666,0.5,9,AAPL
2026-01-28,0.3333333333333333,0.5773502691896258,3,AAPL
