date,sentiment_mean,sentiment_std,news_count,ticker
2025-12-20,0.6666666666666666,0.5773502691896258,3,GOOGL
2025-12-21,0.3333333333333333,0.5,9,GOOGL
2025-12-22,0.5555555555555556,0.5270462766947299,9,GOOGL
2025-12-23,0.5,0.5144957554275265,18,GOOGL
2025-12-24,0.2857142857142857,0.7559289460184544,7,GOOGL
2025-12-25,0.5,0.5773502691896257,4,GOOGL
2025-12-26,0.5,0.5477225575051662,6,GOOGL
2025-12-27,0.4,0.8944271909999159,5,GOOGL
2025-12-28,0.625,0.5175491695067657,8,GOOGL
2025-12-29,0.5714285714285714,0.5345224838248488,7,GOOGL
2025-12-30,0.5,0.5477225575051661,6,GOOGL
2025-12-31,0.375,0.5175491695067657,8,GOOGL
2026-01-01,0.8333333333333334,0.408248290463863,6,GOOGL
2026-01-02,0.2857142857142857,0.7559289460184545,7,GOOGL
2026-01-03,0.5,0.5773502691896257,4,GOOGL
2026-01-04,0.2,0.447213595499958,5,GOOGL
2026-01-05,0.3333333333333333,0.4923659639173309,12,GOOGL
2026-01-06,0.6153846153846154,0.5063696835418333,13,GOOGL
2026-01-07,0.7777777777777778,0.4277926319464986,18,GOOGL
2026-01-08,0.4666666666666667,0.5163977794943223,15,GOOGL
2026-01-09,0.625,0.5,16,GOOGL
2026-01-10,0.375,0.49999999999999994,16,GOOGL
2026-01-11,0.5555555555555556,0.5270462766947299,9,GOOGL
2026-01-12,0.4666666666666667,0.6399404734221844,15,GOOGL
2026-01-13,0.6428571428571429,0.4972451580988469,14,GOOGL
2026-01-14,0.46153846153846156,0.5188745216627708,13,GOOGL
2026-01-15,0.5555555555555556,0.5270462766947299,9,GOOGL
2026-01-16,0.5,0.5188745216627708,14,GOOGL
2026-01-17,0.625,0.5175491695067657,8,GOOGL
2026-01-18,0.75,0.4629100498862757,8,GOOGL
2026-01-19,0.5,0.674199862463242,12,GOOGL
2026-01-20,0.5384615384615384,0.5188745216627708,13,GOOGL
2026-01-21,0.3333333333333333,0.816496580927726,6,GOOGL
2026-01-22,0.5,0.5163977794943222,16,GOOGL
2026-01-23,0.5294117647058824,0.5144957554275265,17,GOOGL
2026-01-24,0.14285714285714285,0.6900655593423541,7,GOOGL
2026-01-25,0.3333333333333333,0.5773502691896258,3,GOOGL
2026-01-26,0.375,0.5175491695067657,8,GOOGL
2026-01-27,0.6666666666666666,0.492365963917331,12,GOOGL
2026-01-28,0.3888888888888889,0.5016313257045503,18,GOOGL
